# diffkk: no title lines specified
#------------------------
#   energy    f1        f2        f1_cl     f2_cl
  8828.1040       -3.6666375       0.48204196       -3.6756714       0.50298634
  8829.1040       -3.6727197       0.48138280       -3.6823179       0.50292020
  8830.1040       -3.6794675       0.48214034       -3.6890118       0.50285458
  8831.1040       -3.6856487       0.48145625       -3.6957539       0.50278950
  8832.1040       -3.6924604       0.48222262       -3.7025447       0.50272496
  8833.1040       -3.6987395       0.48152445       -3.7093849       0.50266098
  8834.1040       -3.7056189       0.48230915       -3.7162751       0.50259756
  8835.1040       -3.7120000       0.48160410       -3.7232161       0.50253471
  8836.1040       -3.7189525       0.48241329       -3.7302086       0.50247245
  8837.1040       -3.7254402       0.48170628       -3.7372533       0.50241079
  8838.1040       -3.7324715       0.48254476       -3.7443509       0.50234974
  8839.1040       -3.7390706       0.48184002       -3.7515021       0.50228931
  8840.1040       -3.7461862       0.48271261       -3.7587078       0.50222952
  8841.1040       -3.7529021       0.48201509       -3.7659688       0.50217037
  8842.1040       -3.7601094       0.48292817       -3.7732858       0.50211189
  8843.1040       -3.7669512       0.48224400       -3.7806596       0.50205408
  8844.1040       -3.7742626       0.48320230       -3.7880912       0.50199697
  8845.1040       -3.7812431       0.48253306       -3.7955813       0.50194056
  8846.1040       -3.7886723       0.48353687       -3.8031308       0.50188486
  8847.1040       -3.7958050       0.48288038       -3.8107408       0.50182991
  8848.1040       -3.8033657       0.48392628       -3.8184120       0.50177571
  8849.1040       -3.8106639       0.48327657       -3.8261454       0.50172227
  8850.1040       -3.8183702       0.48435680       -3.8339420       0.50166962
  8851.1040       -3.8258472       0.48370128       -3.8418027       0.50161778
  8852.1040       -3.8337090       0.48479832       -3.8497287       0.50156676
  8853.1040       -3.8413663       0.48411647       -3.8577209       0.50151658
  8854.1040       -3.8493780       0.48521446       -3.8657804       0.50146726
  8855.1040       -3.8572070       0.48449506       -3.8739083       0.50141882
  8856.1040       -3.8653599       0.48558759       -3.8821056       0.50137128
  8857.1040       -3.8733513       0.48482645       -3.8903736       0.50132467
  8858.1040       -3.8816367       0.48591296       -3.8987135       0.50127900
  8859.1040       -3.8897821       0.48511078       -3.9071263       0.50123431
  8860.1040       -3.8981914       0.48619561       -3.9156134       0.50119060
  8861.1040       -3.9064826       0.48535966       -3.9241761       0.50114791
  8862.1040       -3.9150108       0.48645589       -3.9328155       0.50110627
  8863.1040       -3.9234489       0.48560046       -3.9415331       0.50106569
  8864.1040       -3.9321027       0.48672153       -3.9503302       0.50102621
  8865.1040       -3.9406967       0.48585556       -3.9592082       0.50098786
  8866.1040       -3.9494858       0.48700927       -3.9681686       0.50095066
  8867.1040       -3.9582456       0.48613788       -3.9772128       0.50091464
  8868.1040       -3.9671798       0.48732975       -3.9863424       0.50087984
  8869.1040       -3.9761157       0.48645647       -3.9955589       0.50084629
  8870.1040       -3.9852053       0.48769099       -4.0048639       0.50081402
  8871.1040       -3.9943278       0.48681882       -4.0142591       0.50078307
  8872.1040       -4.0035841       0.48810061       -4.0237461       0.50075347
  8873.1040       -4.0129062       0.48723233       -4.0333267       0.50072526
  8874.1040       -4.0223433       0.48856449       -4.0430028       0.50069849
  8875.1040       -4.0318800       0.48770018       -4.0527760       0.50067318
  8876.1040       -4.0415132       0.48908299       -4.0626485       0.50064939
  8877.1040       -4.0512802       0.48821967       -4.0726220       0.50062716
  8878.1040       -4.0611248       0.48965079       -4.0826986       0.50060652
  8879.1040       -4.0711384       0.48878285       -4.0928804       0.50058754
  8880.1040       -4.0812105       0.49025648       -4.1031695       0.50057026
  8881.1040       -4.0914871       0.48937313       -4.1135682       0.50055473
  8882.1040       -4.1018004       0.49087582       -4.1240786       0.50054101
  8883.1040       -4.1123474       0.48995923       -4.1347032       0.50052915
  8884.1040       -4.1229028       0.49147833       -4.1454443       0.50051920
  8885.1040       -4.1337195       0.49051835       -4.1563044       0.50051124
  8886.1040       -4.1445155       0.49204942       -4.1672862       0.50050532
  8887.1040       -4.1556010       0.49104174       -4.1783922       0.50050151
  8888.1040       -4.1666367       0.49258516       -4.1896252       0.50049987
  8889.1040       -4.1779911       0.49152966       -4.2009881       0.50050049
  8890.1040       -4.1892661       0.49309036       -4.2124837       0.50050343
  8891.1040       -4.2008905       0.49199251       -4.2241152       0.50050878
  8892.1040       -4.2124081       0.49358290       -4.2358856       0.50051661
  8893.1040       -4.2243123       0.49245454       -4.2477981       0.50052701
  8894.1040       -4.2360873       0.49408783       -4.2598563       0.50054007
  8895.1040       -4.2482898       0.49293537       -4.2720634       0.50055588
  8896.1040       -4.2603407       0.49461856       -4.2844232       0.50057454
  8897.1040       -4.2728614       0.49344388       -4.2969393       0.50059614
  8898.1040       -4.2852075       0.49518090       -4.3096158       0.50062077
  8899.1040       -4.2980667       0.49398305       -4.3224564       0.50064850
  8900.1040       -4.3107281       0.49577581       -4.3354656       0.50067927
  8901.1040       -4.3239484       0.49455054       -4.3486477       0.50071290
  8902.1040       -4.3369458       0.49639541       -4.3620072       0.50074989
  8903.1040       -4.3505446       0.49513338       -4.3755485       0.50079052
  8904.1040       -4.3638896       0.49702780       -4.3892768       0.50083497
  8905.1040       -4.3778784       0.49572558       -4.4031968       0.50088343
  8906.1040       -4.3915818       0.49767405       -4.4173141       0.50093606
  8907.1040       -4.4059734       0.49633360       -4.4316339       0.50099304
  8908.1040       -4.4200474       0.49834626       -4.4461621       0.50105456
  8909.1040       -4.4348567       0.49697548       -4.4609046       0.50112082
  8910.1040       -4.4493158       0.49907023       -4.4758676       0.50119202
  8911.1040       -4.4645605       0.49768873       -4.4910577       0.50126839
  8912.1040       -4.4794298       0.49990368       -4.5064816       0.50135015
  8913.1040       -4.4951586       0.49854813       -4.5221464       0.50143756
  8914.1040       -4.5105062       0.50091583       -4.5380595       0.50153087
  8915.1040       -4.5267990       0.49959446       -4.5542288       0.50163037
  8916.1040       -4.5427058       0.50211622       -4.5706623       0.50173635
  8917.1040       -4.5596474       0.50080979       -4.5873685       0.50184913
  8918.1040       -4.5761979       0.50346216       -4.6043564       0.50196903
  8919.1040       -4.5938766       0.50212385       -4.6216355       0.50209643
  8920.1040       -4.6111585       0.50484981       -4.6392155       0.50223171
  8921.1040       -4.6296644       0.50337875       -4.6571069       0.50237527
  8922.1040       -4.6477325       0.50603346       -4.6753205       0.50252756
  8923.1040       -4.6670367       0.50424857       -4.6938679       0.50268904
  8924.1040       -4.6857698       0.50670701       -4.7127612       0.50286022
  8925.1040       -4.7057144       0.50455170       -4.7320132       0.50304165
  8926.1040       -4.7249458       0.50684016       -4.7516374       0.50323390
  8927.1040       -4.7453697       0.50439199       -4.7716480       0.50343761
  8928.1040       -4.7649380       0.50667197       -4.7920604       0.50365347
  8929.1040       -4.7856874       0.50417695       -4.8128904       0.50388219
  8930.1040       -4.8054382       0.50691911       -4.8341550       0.50412459
  8931.1040       -4.8267558       0.50527463       -4.8558724       0.50438151
  8932.1040       -4.8480079       0.50902815       -4.8780618       0.50465391
  8933.1040       -4.8710857       0.50725281       -4.9007436       0.50494279
  8934.1040       -4.8935687       0.51091708       -4.9239396       0.50524927
  8935.1040       -4.9178660       0.50889231       -4.9476731       0.50557456
  8936.1040       -4.9415261       0.51258789       -4.9719690       0.50591999
  8937.1040       -4.9669787       0.51022410       -4.9968540       0.50628702
  8938.1040       -4.9916955       0.51423017       -5.0223567       0.50667723
  8939.1040       -5.0188205       0.51162493       -5.0485078       0.50709240
  8940.1040       -5.0445068       0.51533267       -5.0753404       0.50753446
  8941.1040       -5.0726227       0.51304307       -5.1028902       0.50800557
  8942.1040       -5.1002735       0.51733210       -5.1311957       0.50850812
  8943.1040       -5.1303029       0.51436399       -5.1602986       0.50904475
  8944.1040       -5.1591779       0.51866291       -5.1902443       0.50961843
  8945.1040       -5.1909304       0.51568625       -5.2210818       0.51023248
  8946.1040       -5.2216837       0.52013991       -5.2528649       0.51089062
  8947.1040       -5.2552472       0.51681812       -5.2856521       0.51159705
  8948.1040       -5.2878429       0.52176321       -5.3195078       0.51235652
  8949.1040       -5.3238367       0.51838372       -5.3545024       0.51317441
  8950.1040       -5.3589879       0.52358440       -5.3907138       0.51405688
  8951.1040       -5.3976336       0.51959225       -5.4282280       0.51501095
  8952.1040       -5.4352039       0.52504685       -5.4671405       0.51604473
  8953.1040       -5.4768683       0.52079357       -5.5075575       0.51716760
  8954.1040       -5.5177319       0.52643883       -5.5495980       0.51839043
  8955.1040       -5.5627329       0.52130260       -5.5933955       0.51972599
  8956.1040       -5.6069715       0.52727037       -5.6391006       0.52118928
  8957.1040       -5.6559284       0.52131862       -5.6868841       0.52279808
  8958.1040       -5.7042672       0.52763106       -5.7369409       0.52457367
  8959.1040       -5.7579730       0.52058138       -5.7894944       0.52654163
  8960.1040       -5.8112351       0.52714830       -5.8448026       0.52873310
  8961.1040       -5.8706593       0.51865506       -5.9031654       0.53118628
  8962.1040       -5.9303023       0.52526449       -5.9649345       0.53394860
  8963.1040       -5.9966809       0.51379579       -6.0305258       0.53707967
  8964.1040       -6.0631425       0.52007592       -6.1004360       0.54065547
  8965.1040       -6.1386614       0.50509701       -6.1752648       0.54477430
  8966.1040       -6.2144729       0.50835431       -6.2557455       0.54956574
  8967.1040       -6.2987582       0.48652235       -6.3427878       0.55520401
  8968.1040       -6.3867852       0.48586552       -6.4375386       0.56192900
  8969.1040       -6.4837221       0.44676609       -6.5414717       0.57008032
  8970.1040       -6.5791525       0.42665029       -6.6565244       0.58015495
  8971.1040       -6.6727197       0.35031344       -6.7853112       0.59290967
  8972.1040       -6.7441515       0.26480004       -6.9314756       0.60955526
  8973.1040       -6.6242710       0.88998143E-01   -7.1002976       0.63215326
  8974.1040       -6.3097470       0.31919062       -7.2998064       0.66451071
  8975.1040       -6.2583551       0.86704296       -7.5429502       0.71447517
  8976.1040       -6.6865263        1.6975603       -7.8520336       0.80096022
  8977.1040       -7.6407203        2.0698092       -8.2665617       0.98158235
  8978.1040       -8.2342433        2.8593168       -8.8230929        1.5010166
  8979.1040       -9.5490809        4.6929246       -9.2563526        2.8855020
  8980.1040       -9.6665363        4.5458635       -8.6322009        3.4044914
  8981.1040       -9.1858224        4.2027652       -8.0962278        3.5845095
  8982.1040       -8.7952462        3.8434741       -7.7205418        3.6703305
  8983.1040       -8.3186403        3.5873166       -7.4366290        3.7196008
  8984.1040       -7.8765942        3.3949383       -7.2094716        3.7512460
  8985.1040       -7.4150916        3.3339604       -7.0204528        3.7731199
  8986.1040       -7.0141874        3.3420567       -6.8587091        3.7890332
  8987.1040       -6.6476959        3.4819287       -6.7173987        3.8010496
  8988.1040       -6.4370530        3.6812441       -6.5919503        3.8103813
  8989.1040       -6.3560225        3.8667928       -6.4791647        3.8177861
  8990.1040       -6.3580012        3.9537263       -6.3767177        3.8237618
  8991.1040       -6.3727533        3.9794591       -6.2828693        3.8286486
  8992.1040       -6.3775702        3.9147751       -6.1962836        3.8326868
  8993.1040       -6.3212058        3.8244681       -6.1159127        3.8360509
  8994.1040       -6.1984202        3.7103103       -6.0409201        3.8388708
  8995.1040       -6.0027583        3.6751339       -5.9706271        3.8412450
  8996.1040       -5.8159650        3.7017164       -5.9044760        3.8432497
  8997.1040       -5.6485670        3.8203970       -5.8420025        3.8449446
  8998.1040       -5.5922933        3.9714317       -5.7828163        3.8463773
  8999.1040       -5.6070080        4.0861359       -5.7265861        3.8475861
  9000.1040       -5.6563531        4.1412103       -5.6730282        3.8486022
  9001.1040       -5.7057841        4.1575080       -5.6218981        3.8494514
  9002.1040       -5.7466088        4.1309325       -5.5729830        3.8501548
  9003.1040       -5.7651714        4.0978271       -5.5260974        3.8507305
  9004.1040       -5.7834597        4.0452875       -5.4810778        3.8511933
  9005.1040       -5.7848364        3.9794822       -5.4377798        3.8515562
  9006.1040       -5.7637680        3.8941928       -5.3960754        3.8518301
  9007.1040       -5.7121053        3.8245895       -5.3558500        3.8520244
  9008.1040       -5.6566765        3.7604353       -5.3170013        3.8521471
  9009.1040       -5.5889158        3.7064899       -5.2794370        3.8522054
  9010.1040       -5.5156410        3.6541342       -5.2430739        3.8522055
  9011.1040       -5.4305524        3.6146975       -5.2078368        3.8521527
  9012.1040       -5.3375462        3.5821252       -5.1736570        3.8520518
  9013.1040       -5.2408834        3.5751955       -5.1404722        3.8519071
  9014.1040       -5.1536661        3.5708964       -5.1082255        3.8517222
  9015.1040       -5.0601327        3.5797210       -5.0768645        3.8515006
  9016.1040       -4.9684109        3.5986570       -5.0463412        3.8512452
  9017.1040       -4.8795459        3.6410339       -5.0166116        3.8509586
  9018.1040       -4.8053316        3.6930338       -4.9876347        3.8506432
  9019.1040       -4.7426776        3.7652125       -4.9593730        3.8503013
  9020.1040       -4.7077951        3.8441117       -4.9317914        3.8499348
  9021.1040       -4.7001466        3.9272216       -4.9048576        3.8495454
  9022.1040       -4.7233110        3.9908907       -4.8785414        3.8491347
  9023.1040       -4.7589528        4.0326949       -4.8528147        3.8487043
  9024.1040       -4.7951992        4.0485239       -4.8276514        3.8482554
  9025.1040       -4.8300032        4.0582036       -4.8030269        3.8477893
  9026.1040       -4.8685217        4.0428387       -4.7789182        3.8473070
  9027.1040       -4.8904921        4.0163331       -4.7553040        3.8468097
  9028.1040       -4.9038483        3.9811732       -4.7321640        3.8462982
  9029.1040       -4.9064995        3.9457706       -4.7094793        3.8457734
  9030.1040       -4.9019537        3.9022439       -4.6872320        3.8452361
  9031.1040       -4.8832433        3.8621652       -4.6654054        3.8446871
  9032.1040       -4.8560219        3.8219609       -4.6439836        3.8441270
  9033.1040       -4.8181501        3.7936147       -4.6229516        3.8435565
  9034.1040       -4.7791176        3.7707023       -4.6022953        3.8429762
  9035.1040       -4.7369210        3.7610299       -4.5820012        3.8423866
  9036.1040       -4.7014402        3.7579883       -4.5620568        3.8417881
  9037.1040       -4.6748064        3.7636167       -4.5424500        3.8411814
  9038.1040       -4.6608827        3.7611473       -4.5231693        3.8405668
  9039.1040       -4.6485959        3.7528222       -4.5042039        3.8399448
  9040.1040       -4.6350127        3.7321147       -4.4855436        3.8393156
  9041.1040       -4.6119407        3.7106928       -4.4671784        3.8386798
  9042.1040       -4.5823089        3.6852855       -4.4490992        3.8380376
  9043.1040       -4.5412202        3.6690497       -4.4312969        3.8373893
  9044.1040       -4.4993324        3.6612590       -4.4137631        3.8367353
  9045.1040       -4.4613509        3.6667266       -4.3964896        3.8360757
  9046.1040       -4.4352624        3.6717849       -4.3794688        3.8354110
  9047.1040       -4.4153152        3.6762421       -4.3626932        3.8347413
  9048.1040       -4.4005710        3.6699241       -4.3461558        3.8340669
  9049.1040       -4.3813897        3.6594035       -4.3298498        3.8333879
  9050.1040       -4.3577740        3.6416015       -4.3137687        3.8327047
  9051.1040       -4.3245922        3.6271798       -4.2979062        3.8320173
  9052.1040       -4.2869218        3.6139166       -4.2822565        3.8313260
  9053.1040       -4.2437510        3.6108163       -4.2668138        3.8306310
  9054.1040       -4.2036909        3.6126886       -4.2515726        3.8299324
  9055.1040       -4.1667862        3.6218999       -4.2365276        3.8292304
  9056.1040       -4.1359979        3.6284294       -4.2216738        3.8285250
  9057.1040       -4.1052630        3.6366504       -4.2070063        3.8278166
  9058.1040       -4.0763537        3.6410074       -4.1925205        3.8271051
  9059.1040       -4.0445786        3.6479972       -4.1782117        3.8263908
  9060.1040       -4.0129251        3.6526934       -4.1640757        3.8256737
  9061.1040       -3.9767418        3.6615465       -4.1501083        3.8249540
  9062.1040       -3.9389047        3.6715496       -4.1363054        3.8242318
  9063.1040       -3.8972377        3.6908944       -4.1226631        3.8235071
  9064.1040       -3.8579847        3.7161902       -4.1091778        3.8227801
  9065.1040       -3.8215831        3.7529785       -4.0958457        3.8220509
  9066.1040       -3.7949356        3.7942815       -4.0826634        3.8213196
  9067.1040       -3.7770802        3.8418534       -4.0696275        3.8205862
  9068.1040       -3.7707742        3.8864687       -4.0567348        3.8198509
  9069.1040       -3.7703256        3.9326534       -4.0439820        3.8191137
  9070.1040       -3.7814691        3.9766501       -4.0313661        3.8183746
  9071.1040       -3.8050699        4.0172198       -4.0188842        3.8176339
  9072.1040       -3.8385673        4.0407666       -4.0065335        3.8168914
  9073.1040       -3.8690494        4.0534473       -3.9943111        3.8161474
  9074.1040       -3.8973162        4.0562753       -3.9822143        3.8154018
  9075.1040       -3.9213242        4.0559369       -3.9702407        3.8146547
  9076.1040       -3.9434592        4.0480628       -3.9583876        3.8139063
  9077.1040       -3.9596994        4.0393358       -3.9466526        3.8131564
  9078.1040       -3.9746084        4.0268345       -3.9350334        3.8124053
  9079.1040       -3.9861395        4.0136547       -3.9235277        3.8116529
  9080.1040       -3.9944131        3.9943905       -3.9121332        3.8108992
  9081.1040       -3.9937147        3.9772014       -3.9008478        3.8101445
  9082.1040       -3.9884973        3.9624078       -3.8896694        3.8093886
  9083.1040       -3.9798387        3.9573717       -3.8785959        3.8086316
  9084.1040       -3.9767841        3.9578271       -3.8676254        3.8078736
  9085.1040       -3.9811556        3.9630280       -3.8567559        3.8071147
  9086.1040       -3.9952512        3.9626933       -3.8459857        3.8063547
  9087.1040       -4.0133903        3.9578335       -3.8353128        3.8055939
  9088.1040       -4.0355266        3.9425721       -3.8247354        3.8048322
  9089.1040       -4.0558725        3.9202916       -3.8142520        3.8040696
  9090.1040       -4.0738520        3.8869371       -3.8038608        3.8033063
  9091.1040       -4.0834836        3.8485138       -3.7935601        3.8025421
  9092.1040       -4.0858935        3.8037467       -3.7833484        3.8017772
  9093.1040       -4.0776879        3.7595389       -3.7732242        3.8010117
  9094.1040       -4.0621775        3.7146559       -3.7631859        3.8002454
  9095.1040       -4.0379245        3.6751178       -3.7532321        3.7994784
  9096.1040       -4.0096843        3.6384460       -3.7433613        3.7987109
  9097.1040       -3.9770441        3.6080978       -3.7335723        3.7979427
  9098.1040       -3.9426544        3.5786468       -3.7238635        3.7971740
  9099.1040       -3.9019501        3.5548515       -3.7142337        3.7964047
  9100.1040       -3.8583051        3.5366083       -3.7046816        3.7956349
  9101.1040       -3.8135620        3.5290686       -3.6952059        3.7948645
  9102.1040       -3.7734625        3.5256562       -3.6858054        3.7940937
  9103.1040       -3.7346809        3.5275249       -3.6764790        3.7933224
  9104.1040       -3.6988097        3.5315325       -3.6672254        3.7925507
  9105.1040       -3.6648838        3.5422943       -3.6580435        3.7917786
  9106.1040       -3.6377771        3.5548331       -3.6489322        3.7910060
  9107.1040       -3.6155956        3.5702796       -3.6398903        3.7902331
  9108.1040       -3.6004532        3.5831978       -3.6309170        3.7894598
  9109.1040       -3.5893185        3.5957032       -3.6220110        3.7886861
  9110.1040       -3.5841628        3.6026922       -3.6131714        3.7879122
  9111.1040       -3.5811639        3.6057012       -3.6043972        3.7871379
  9112.1040       -3.5803355        3.6000437       -3.5956874        3.7863633
  9113.1040       -3.5766318        3.5891286       -3.5870411        3.7855884
  9114.1040       -3.5702958        3.5701321       -3.5784573        3.7848133
  9115.1040       -3.5567746        3.5471874       -3.5699352        3.7840379
  9116.1040       -3.5357552        3.5181846       -3.5614739        3.7832622
  9117.1040       -3.5019252        3.4896898       -3.5530724        3.7824863
  9118.1040       -3.4567830        3.4633316       -3.5447299        3.7817103
  9119.1040       -3.3991423        3.4472679       -3.5364457        3.7809340
  9120.1040       -3.3345368        3.4429897       -3.5282189        3.7801575
  9121.1040       -3.2665894        3.4566979       -3.5200486        3.7793809
  9122.1040       -3.2040532        3.4841667       -3.5119342        3.7786041
  9123.1040       -3.1487232        3.5254561       -3.5038749        3.7778271
  9124.1040       -3.1056115        3.5738096       -3.4958698        3.7770500
  9125.1040       -3.0735109        3.6281731       -3.4879183        3.7762728
  9126.1040       -3.0542387        3.6817527       -3.4800197        3.7754954
  9127.1040       -3.0441202        3.7345054       -3.4721732        3.7747180
  9128.1040       -3.0428553        3.7811185       -3.4643782        3.7739404
  9129.1040       -3.0453013        3.8241461       -3.4566340        3.7731627
  9130.1040       -3.0516194        3.8611734       -3.4489399        3.7723850
  9131.1040       -3.0581065        3.8963128       -3.4412954        3.7716072
  9132.1040       -3.0664346        3.9282128       -3.4336996        3.7708293
  9133.1040       -3.0750385        3.9610868       -3.4261521        3.7700514
  9134.1040       -3.0870622        3.9922611       -3.4186522        3.7692735
  9135.1040       -3.1008814        4.0244707       -3.4111992        3.7684955
  9136.1040       -3.1190534        4.0547902       -3.4037928        3.7677174
  9137.1040       -3.1403424        4.0861841       -3.3964321        3.7669394
  9138.1040       -3.1685931        4.1149136       -3.3891167        3.7661613
  9139.1040       -3.2026875        4.1408911       -3.3818461        3.7653832
  9140.1040       -3.2426212        4.1579904       -3.3746196        3.7646052
  9141.1040       -3.2826179        4.1688685       -3.3674368        3.7638271
  9142.1040       -3.3230827        4.1728289       -3.3602971        3.7630491
  9143.1040       -3.3626456        4.1742676       -3.3532000        3.7622710
  9144.1040       -3.4045487        4.1699758       -3.3461449        3.7614930
  9145.1040       -3.4467294        4.1615624       -3.3391315        3.7607151
  9146.1040       -3.4906940        4.1451262       -3.3321592        3.7599371
  9147.1040       -3.5330680        4.1222965       -3.3252275        3.7591593
  9148.1040       -3.5738737        4.0898779       -3.3183359        3.7583814
  9149.1040       -3.6089512        4.0512600       -3.3114840        3.7576037
  9150.1040       -3.6390825        4.0050140       -3.3046714        3.7568260
  9151.1040       -3.6614379        3.9548781       -3.2978975        3.7560483
  9152.1040       -3.6773209        3.8991245       -3.2911620        3.7552708
  9153.1040       -3.6838950        3.8413849       -3.2844645        3.7544933
  9154.1040       -3.6823439        3.7802264       -3.2778043        3.7537159
  9155.1040       -3.6697781        3.7197578       -3.2711813        3.7529386
  9156.1040       -3.6473067        3.6595623       -3.2645949        3.7521614
  9157.1040       -3.6129811        3.6056590       -3.2580448        3.7513843
  9158.1040       -3.5713049        3.5586801       -3.2515306        3.7506073
  9159.1040       -3.5237716        3.5219157       -3.2450518        3.7498304
  9160.1040       -3.4745050        3.4918804       -3.2386081        3.7490536
  9161.1040       -3.4219990        3.4703759       -3.2321991        3.7482769
  9162.1040       -3.3685175        3.4557136       -3.2258244        3.7475003
  9163.1040       -3.3139902        3.4515398       -3.2194837        3.7467239
  9164.1040       -3.2631983        3.4551362       -3.2131766        3.7459476
  9165.1040       -3.2164163        3.4670315       -3.2069028        3.7451714
  9166.1040       -3.1760745        3.4825445       -3.2006619        3.7443954
  9167.1040       -3.1400882        3.5027637       -3.1944535        3.7436195
  9168.1040       -3.1102317        3.5243511       -3.1882774        3.7428438
  9169.1040       -3.0845761        3.5490218       -3.1821331        3.7420682
  9170.1040       -3.0650701        3.5737060       -3.1760205        3.7412927
  9171.1040       -3.0500406        3.6001177       -3.1699391        3.7405174
  9172.1040       -3.0417105        3.6248248       -3.1638886        3.7397423
  9173.1040       -3.0381438        3.6485184       -3.1578687        3.7389673
  9174.1040       -3.0400177        3.6671864       -3.1518791        3.7381925
  9175.1040       -3.0437643        3.6824675       -3.1459196        3.7374179
  9176.1040       -3.0496684        3.6920104       -3.1399897        3.7366434
  9177.1040       -3.0546184        3.6985370       -3.1340893        3.7358691
  9178.1040       -3.0593483        3.7003812       -3.1282180        3.7350950
  9179.1040       -3.0613316        3.7008985       -3.1223755        3.7343210
  9180.1040       -3.0621530        3.6987396       -3.1165616        3.7335472
  9181.1040       -3.0599285        3.6972273       -3.1107760        3.7327737
  9182.1040       -3.0569677        3.6951010       -3.1050184        3.7320003
  9183.1040       -3.0523008        3.6952386       -3.0992886        3.7312271
  9184.1040       -3.0487427        3.6956685       -3.0935862        3.7304540
  9185.1040       -3.0457539        3.6984920       -3.0879110        3.7296812
  9186.1040       -3.0465205        3.7004911       -3.0822628        3.7289086
  9187.1040       -3.0498808        3.7017337       -3.0766414        3.7281362
  9188.1040       -3.0565579        3.6978666       -3.0710463        3.7273639
  9189.1040       -3.0630338        3.6899794       -3.0654775        3.7265919
  9190.1040       -3.0691216        3.6753560       -3.0599347        3.7258201
  9191.1040       -3.0708600        3.6563775       -3.0544176        3.7250485
  9192.1040       -3.0677955        3.6320172       -3.0489260        3.7242771
  9193.1040       -3.0567515        3.6065833       -3.0434596        3.7235059
  9194.1040       -3.0389886        3.5800383       -3.0380183        3.7227350
